0,0,0,-0.350877193,-0.131578947,-0.640350877,-0.438596491,-0.754385965,-0.745614035,-0.745614035,-1,-0.49122807,-0.798245614,-0.561403509,-0.938596491,-0.473684211,-0.666666667,-0.385964912,-0.438596491,-0.271929825,-0.824561404,-0.350877193,-0.956140351,-0.280701754,-0.614035088,-0.219298246,-0.359649123,-0.043859649,-0.807017544,-0.114035088,-0.938596491,-0.087719298,-0.587719298,-0.078947368,-0.324561404,0.175438596,-0.754385965,0.114035088,-0.859649123,0.078947368,-0.605263158,0.035087719,-0.394736842
0,0,0,-0.350877193,-0.122807018,-0.657894737,-0.429824561,-0.780701754,-0.736842105,-0.763157895,-1,-0.51754386,-0.798245614,-0.587719298,-0.938596491,-0.48245614,-0.675438596,-0.394736842,-0.456140351,-0.289473684,-0.833333333,-0.368421053,-0.964912281,-0.289473684,-0.631578947,-0.228070175,-0.368421053,-0.052631579,-0.824561404,-0.122807018,-0.947368421,-0.087719298,-0.587719298,-0.078947368,-0.315789474,0.175438596,-0.763157895,0.114035088,-0.850877193,0.070175439,-0.587719298,0.035087719,-0.377192982
0,0,0,-0.345132743,-0.115044248,-0.663716814,-0.424778761,-0.778761062,-0.734513274,-0.752212389,-1,-0.504424779,-0.805309735,-0.575221239,-0.938053097,-0.486725664,-0.672566372,-0.415929204,-0.433628319,-0.274336283,-0.840707965,-0.362831858,-0.946902655,-0.283185841,-0.610619469,-0.230088496,-0.353982301,-0.044247788,-0.82300885,-0.115044248,-0.938053097,-0.088495575,-0.592920354,-0.079646018,-0.318584071,0.185840708,-0.752212389,0.123893805,-0.849557522,0.079646018,-0.592920354,0.03539823,-0.380530973
0,0,0,-0.353982301,-0.123893805,-0.654867257,-0.433628319,-0.778761062,-0.743362832,-0.761061947,-1,-0.504424779,-0.787610619,-0.584070796,-0.938053097,-0.486725664,-0.672566372,-0.407079646,-0.442477876,-0.274336283,-0.82300885,-0.362831858,-0.955752212,-0.283185841,-0.619469027,-0.230088496,-0.362831858,-0.044247788,-0.814159292,-0.115044248,-0.946902655,-0.088495575,-0.601769912,-0.079646018,-0.327433628,0.17699115,-0.752212389,0.115044248,-0.85840708,0.079646018,-0.592920354,0.03539823,-0.380530973
0,0,0,-0.342105263,-0.122807018,-0.640350877,-0.438596491,-0.754385965,-0.745614035,-0.736842105,-1,-0.49122807,-0.771929825,-0.552631579,-0.947368421,-0.464912281,-0.692982456,-0.394736842,-0.464912281,-0.263157895,-0.807017544,-0.333333333,-0.956140351,-0.263157895,-0.622807018,-0.210526316,-0.377192982,-0.035087719,-0.798245614,-0.087719298,-0.929824561,-0.070175439,-0.587719298,-0.061403509,-0.333333333,0.184210526,-0.736842105,0.131578947,-0.833333333,0.096491228,-0.587719298,0.052631579,-0.394736842
0,0,0,-0.342105263,-0.131578947,-0.640350877,-0.438596491,-0.754385965,-0.754385965,-0.701754386,-1,-0.48245614,-0.780701754,-0.535087719,-0.929824561,-0.447368421,-0.657894737,-0.377192982,-0.429824561,-0.254385965,-0.807017544,-0.324561404,-0.947368421,-0.254385965,-0.614035088,-0.201754386,-0.359649123,-0.035087719,-0.789473684,-0.087719298,-0.929824561,-0.070175439,-0.578947368,-0.061403509,-0.324561404,0.184210526,-0.728070175,0.131578947,-0.833333333,0.096491228,-0.587719298,0.052631579,-0.385964912
0,0,0,-0.339285714,-0.133928571,-0.651785714,-0.4375,-0.785714286,-0.741071429,-0.741071429,-1,-0.517857143,-0.776785714,-0.571428571,-0.9375,-0.482142857,-0.678571429,-0.401785714,-0.455357143,-0.285714286,-0.803571429,-0.357142857,-0.955357143,-0.285714286,-0.616071429,-0.232142857,-0.366071429,-0.0625,-0.785714286,-0.116071429,-0.9375,-0.089285714,-0.589285714,-0.089285714,-0.330357143,0.160714286,-0.732142857,0.107142857,-0.839285714,0.071428571,-0.589285714,0.044642857,-0.383928571
0,0,0,-0.339285714,-0.125,-0.642857143,-0.4375,-0.767857143,-0.741071429,-0.741071429,-1,-0.508928571,-0.767857143,-0.571428571,-0.9375,-0.482142857,-0.678571429,-0.410714286,-0.455357143,-0.285714286,-0.794642857,-0.348214286,-0.946428571,-0.276785714,-0.607142857,-0.223214286,-0.366071429,-0.0625,-0.776785714,-0.107142857,-0.919642857,-0.089285714,-0.580357143,-0.089285714,-0.321428571,0.160714286,-0.714285714,0.107142857,-0.821428571,0.071428571,-0.571428571,0.035714286,-0.375
0,0,0,-0.339285714,-0.125,-0.633928571,-0.4375,-0.767857143,-0.75,-0.732142857,-1,-0.5,-0.767857143,-0.544642857,-0.9375,-0.464285714,-0.669642857,-0.383928571,-0.455357143,-0.267857143,-0.785714286,-0.330357143,-0.946428571,-0.267857143,-0.607142857,-0.214285714,-0.366071429,-0.044642857,-0.758928571,-0.089285714,-0.910714286,-0.080357143,-0.571428571,-0.071428571,-0.3125,0.169642857,-0.696428571,0.125,-0.8125,0.089285714,-0.5625,0.053571429,-0.375
0,0,0,-0.318584071,-0.14159292,-0.601769912,-0.442477876,-0.734513274,-0.752212389,-0.681415929,-1,-0.469026549,-0.778761062,-0.504424779,-0.946902655,-0.433628319,-0.681415929,-0.371681416,-0.477876106,-0.256637168,-0.796460177,-0.292035398,-0.946902655,-0.238938053,-0.619469027,-0.203539823,-0.371681416,-0.03539823,-0.769911504,-0.061946903,-0.911504425,-0.053097345,-0.584070796,-0.07079646,-0.345132743,0.168141593,-0.699115044,0.132743363,-0.796460177,0.097345133,-0.557522124,0.061946903,-0.371681416
